,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,characteristics_ch1.2,treatment_protocol_ch1,growth_protocol_ch1,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,taxid_ch1,hyb_protocol,scan_protocol,description,data_processing,platform_id,contact_name,contact_email,contact_laboratory,contact_department,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,contact_web_link,supplementary_file,data_row_count,relation,relation.1
GSM886991,EB1,GSM886991,Public on Mar 20 2012,Mar 06 2012,Mar 20 2012,RNA,1,ATCC,Homo sapiens,primary site: haematopoietic_and_lymphoid_tissue,histology: lymphoid_neoplasm,histology subtype1: Burkitt_lymphoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886991/suppl/GSM886991.CEL.gz,18926,,
GSM886992,EB2,GSM886992,Public on Mar 20 2012,Mar 06 2012,Mar 20 2012,RNA,1,ATCC,Homo sapiens,primary site: haematopoietic_and_lymphoid_tissue,histology: lymphoid_neoplasm,histology subtype1: Burkitt_lymphoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886992/suppl/GSM886992.CEL.gz,18926,,
GSM886993,EBC-1,GSM886993,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,RIKEN,Homo sapiens,primary site: lung,histology: carcinoma,histology subtype1: squamous_cell_carcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886993/suppl/GSM886993.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM886994,ECC10,GSM886994,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,RIKEN,Homo sapiens,primary site: stomach,histology: carcinoma,histology subtype1: small_cell_adenocarcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886994/suppl/GSM886994.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM886995,ECC12,GSM886995,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,RIKEN,Homo sapiens,primary site: stomach,histology: carcinoma,histology subtype1: small_cell_adenocarcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886995/suppl/GSM886995.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM886996,EC-GI-10,GSM886996,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,RIKEN,Homo sapiens,primary site: oesophagus,histology: carcinoma,,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886996/suppl/GSM886996.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM886997,EFE-184,GSM886997,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,DSMZ,Homo sapiens,primary site: endometrium,histology: carcinoma,,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886997/suppl/GSM886997.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM886998,EFM-192A,GSM886998,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,DSMZ,Homo sapiens,primary site: breast,histology: carcinoma,,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886998/suppl/GSM886998.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM886999,EFM-19,GSM886999,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,DSMZ,Homo sapiens,primary site: breast,histology: carcinoma,histology subtype1: ductal_carcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886999/suppl/GSM886999.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887000,EFO-21,GSM887000,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,DSMZ,Homo sapiens,primary site: ovary,histology: carcinoma,histology subtype1: serous_carcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887000/suppl/GSM887000.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887001,EFO-27,GSM887001,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,DSMZ,Homo sapiens,primary site: ovary,histology: carcinoma,histology subtype1: mucinous_carcinoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887001/suppl/GSM887001.CEL.gz,18926,Reanalyzed by: GSE86362,
GSM887002,EHEB,GSM887002,Public on Mar 20 2012,Mar 06 2012,Mar 20 2012,RNA,1,DSMZ,Homo sapiens,primary site: haematopoietic_and_lymphoid_tissue,histology: lymphoid_neoplasm,histology subtype1: chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887002/suppl/GSM887002.CEL.gz,18926,,
GSM887003,EJM,GSM887003,Public on Mar 20 2012,Mar 06 2012,Mar 20 2012,RNA,1,DSMZ,Homo sapiens,primary site: haematopoietic_and_lymphoid_tissue,histology: lymphoid_neoplasm,histology subtype1: plasma_cell_myeloma,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887003/suppl/GSM887003.CEL.gz,18926,,
GSM887004,EM-2,GSM887004,Public on Mar 20 2012,Mar 06 2012,Mar 20 2012,RNA,1,DSMZ,Homo sapiens,primary site: haematopoietic_and_lymphoid_tissue,histology: haematopoietic_neoplasm,histology subtype1: blast_phase_chronic_myeloid_leukaemia,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887004/suppl/GSM887004.CEL.gz,18926,,
GSM887005,EN,GSM887005,Public on Mar 20 2012,Mar 06 2012,Sep 01 2016,RNA,1,DSMZ,Homo sapiens,primary site: endometrium,histology: carcinoma,,None,"Cells lines were cultured following growth recommendations from the cell line source vendors. Cells were incubated at 37 ºC at 5% CO2 until 70% confluency was reached.  Pellets were harvested 48 hours post media change, flash frozen, and stored at -80 ºC until nucleic acid extraction.",total RNA,"RNA was isolated from frozen cell pellets, containing an average cell count of 4.5 million cells, via Trizol (Invitrogen) extraction following the manufacturers instructions. Samples were quantified using both the Nanodrop 8000 spectrophotometer (ThermoScientific) and via Agilent 2100 Bioanalyzer.",Biotin,"The Affymetrix One-Cycle Target labeling assay was used to synthesize hybridization target using 1 mg of total RNA. Labeled cRNA hybridization target was produced using a 3-day, semi-automated workflow",9606,"Fragmentation of the biotin-labeled cRNA prepared the sample for hybridization on the GeneChip Human U133 2.0 (PN 900467). The washing and staining was performed on the GeneChip Fluidics station using standard Affymetrix protocols outlined in the Expression Analysis Technical Manual, 2001, Affymetrix.",The GeneChip® Scanner 3000 was used for scanning the arrays.,Gene expression data from the CCLE,"The data were analyzed with 2.14.0, using the packages affyio_1.22.0 and affy_1.32.0, and RMA as normalization method. rma() was used with default options (normalize=TRUE, background=TRUE) and with the package hgu133plus2hsentrezgcdf_15.0.0 from Brainarray for the CDF file.",GPL15308,"Nicolas,,Stransky",stransky@broadinstitute.org,Levi Garraway,Cancer Program,Broad Institute,7 Cambridge center,Cambridge,MA,2118,USA,www.broadinstitute.org/ccle,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887005/suppl/GSM887005.CEL.gz,18926,Reanalyzed by: GSE86362,
